File Name,WER,Accuracy %
6000323434693_silence_L90S.wav.txt,0.046357615894039736,95.36
6000323435598_silence_L90S.wav.txt,0.06358381502890173,93.64
6000323438848-outSF30.wav.txt,0.13333333333333333,86.67
6000323440473_short.wav.txt,0.3090909090909091,69.09
6000323440658_silence_L90S.wav.txt,0.3170731707317073,68.29
6000323443134-outSF30.wav.txt,0.06779661016949153,93.22
6000323444746_short.wav.txt,0.12264150943396226,87.74
6000323446554_short.wav.txt,0.19402985074626866,80.6
6000323447931_silence_L90S.wav.txt,0.5873015873015873,41.27
6000323449403_silence_L90S.wav.txt,0.2777777777777778,72.22
6000323453918_silence_L90S.wav.txt,0.3076923076923077,69.23
6000323454732_short.wav.txt,0.10309278350515463,89.69
6000323455775_short.wav.txt,0.11458333333333333,88.54
6000323456494_short.wav.txt,0.20408163265306123,79.59
6000323458114_silence_L90S.wav.txt,0.16901408450704225,83.1
6000323461521_short.wav.txt,0.14893617021276595,85.11
6000323463713-outSF30.wav.txt,0.26666666666666666,73.33
6000323465540_short.wav.txt,0.29850746268656714,70.15
6000323466153_silence.wav.txt,0.11827956989247312,88.17
6000323469723_silence_L90S.wav.txt,0.21052631578947367,78.95
6000323478561_silence.wav.txt,0.21333333333333335,78.67
6000323478620_silence_L90S.wav.txt,0.07142857142857142,92.86
6000323480427_silence.wav.txt,0.2608695652173913,73.91
6000323480475_short.wav.txt,0.1346153846153846,86.54
6000323485210_short.wav.txt,0.19767441860465115,80.23
6000323487238_short.wav.txt,0.22429906542056074,77.57
6000323489505-hcat142-out_silence_L30S.wav.txt,0.5454545454545454,45.45
6000323491559_silence_L90S.wav.txt,0.18421052631578946,81.58
6000323502526_short.wav.txt,0.46153846153846156,53.85
6000323506188_short.wav.txt,0.16470588235294117,83.53
6000323508777-outSF30.wav.txt,0.06756756756756757,93.24
6000323527090_short.wav.txt,0.4,60.0
6000323530134_silence.wav.txt,0.2542372881355932,74.58
6000323533914-outSF30.wav.txt,0.3,70.0
6000323537393_silence.wav.txt,0.21212121212121213,78.79
6000323540540_silence.wav.txt,0.22388059701492538,77.61
6000323548624_short.wav.txt,0.2,80.0
6000323549723_short.wav.txt,0.08080808080808081,91.92
6000323552941_short.wav.txt,0.44594594594594594,55.41
6000323555561-outSF30.wav.txt,0.04225352112676056,95.77
6000323556648_silence.wav.txt,0.1694915254237288,83.05
6000323560502_short.wav.txt,0.40540540540540543,59.46
6000323567564_short.wav.txt,0.09734513274336283,90.27
6000323570969_silence.wav.txt,0.11764705882352941,88.24
